Unnamed: 0,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date,neg,neu,pos,compound,sentiment
708,"Top 10 Sites for your career

1. Linkedin
2. Indeed
3. Naukri
4. Instahyre
5. Monster
6. Careercloud
7. Dice
8. CareerBuilder
9. Jibberjobber
10. Glassdoor

10 Sites for Free Online Education

1. Coursera
2. edX
3. Khan Academy
4. Udemy
5. FreeCodeCamp
6. MIT OpenCourseWare
7. Stanford Online
8. Codecademy
9. ict iitr
10. NPTEL

10 Sites to learn Excel for free

1. Microsoft Excel Help Center
2. Excel Exposure
3. Chandoo
4. Excel Central
5. Contextures
6. Excel Hero b.
7. Mr. Excel
8. Improve Your Excel
9. Excel Easy
10. Excel Jet

10 Sites to review your resume for free

1. Zety Resume Builder
2. Resumonk
3. Resume dot com
4. VisualCV
5. Cvmaker
6. ResumUP
7. Resume Genius
8. Resumebuilder
9. Resume Baking
10. Enhancy

10 Sites for Interview Preparation

1. Ambitionbox
2. AceThelnterview
3. Geeksforgeeks
4. Leetcode
5. Gainlo
6. Careercup
7. Codercareer
8. InterviewUp
9. InterviewBest
10. Indiabix",Ugx5__t-kNyav2xwIAt4AaABAg,http://www.youtube.com/channel/UCx-HAd_r1k5UM8PFN81lOTg,EASY TECHNIQUE,1,23,2020-10-06 18:55:11+00:00,I3FBJdiExcg,1,Beginner Kaggle Data Science Project Walk-Through (Titanic),2020-10-06,0.0,0.729,0.271,0.9935,positive
4478,"ahh you upload so many great videos so quickly I can't keep up with commenting :D
I'll stick to it though because I really want to support your channel!
As I've said multiple times already, you are really a great inspiration to me
and I genuinely enjoy watching your videos.
I just saw your video on 365 DS's channel and I must say that was really great! :D
Your expertise combined with the very flavorful animation style of 365 was really
fun to watch. It's just incredibly how you tripled your audience in a matter of days,
all the best wishes to you! :)",UgwPVUUG599vs-BddqJ4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-05-17 17:18:19+00:00,UcilY6HDuL8,1,10000 Subscriber and 100th Video Special (Data Science),2020-05-17,0.0,0.638,0.362,0.9932,positive
2639,"Hello Sir! I'm a student whose currently studying in class 12th and I've chosen the career path of a Data Scientist. Your channel is actually the first channel I've ever subscribed to, because from the first video that I saw on your channel about whether one should choose a bootcamp, a certificate or a masters' degree, I've been hooked to your channel and have seen most of your videos. First of all thank you for making them, its extremely difficult to find any person on youtube or otherwise that provides such comprehensive guides, it really helps aspiring data scientists like me a lot! Secondly I'd like to ask you whether I should aim for a CS undergraduate degree or a DS one, I've seen a plethora of videos and then I've realized that at present the CS is the go to degree, however the shift of preference from CS to DS is occurring and I'm trying to think ahead that when I graduate, would a DS degree increase my chances of getting hired or would the norm still remain CS. I'd be extremely grateful if you could provide some insight into this.
As for the name of your new beast of a machine, I'd suggest the name Kronos from Greek mythology, the Titan of Time (I'm a fan of Percy Jackson and other works of Rick Riordan). Kronos would probably be the perfect name because -
1. You said at the start your build was made around your gpu, the rtx TITAN, so for the computer to share a name with an actual Titan from mythology would be pretty cool
2. Seeing the specs I'm sure this machine will be crazy fast and that'll result in much faster response times and code compilation times, seeing that time is such an essential aspect here it makes the name Kronos even more fitting since he was the Titan of Time
3. The age of the Titans is called the Golden Age in greek mythology, seeing that your graphics card is also golden, i think it makes perfect sense

Once again thank you making these videos, they really are a huge help!
PS: I hope you like my name and the reasoning I gave",UgzfdHhftPe-VK5COmZ4AaABAg,http://www.youtube.com/channel/UCKf0pIXi1GL6LYL-qCyKm_w,Jai Gaurav,2,2,2020-07-24 15:53:18+00:00,_rbrdNTpZGo,2,Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),2020-07-24,0.013,0.848,0.139,0.9921,positive
2212,"Thank you for this informative video Sir, this is truly helpful to young inexperienced present and soon to become data scientists such as myself. As far as plagiarism goes with respect to code I have a question. I'm sure that even on the internet there are some niche, common and popular data sets which are considered to be the kind of must do's for new data scientists. In such a scenario its probable that 2 entirely different unrelated and isolated data scientists decide to use the exact same methodology to analyze the data, in such scenarios how should one go about giving the due credit to the people who have already employed similar if not the same method for analysis? 
Additionally on a completely unrelated note I have a school level (class 11th and 12th, high school) coding competition coming up comprising of 2 rounds. The first one being questions related to coding and java, python and c++ and the 2nd round being solving 3 real world problems using code under the span of 1 hour. The second round is purely python coding based. I only know vanilla python well (most of the general functions and methods) and have no experience with either java or c++. I was thinking of learning some modules I've briefly learned the foundations of throughout high school such as numpy, math, csv and either pyqt5 or tkinter. Do you have any tips for me that could help me win this competition? Its my first coding competition and I want to test myself against other coders from other schools and most of all see if my efforts have borne fruit. Any tips or other modules I should revise or learn would be extremely helpful.
Finally I have one last question, I've researched this quite a bit on both YouTube and the internet through articles but I haven't found any satisfactory answer to a question. What's it like to be a Data Scientist, I'm not asking the work schedule or when a DS wakes up what he/she does at the start of the day and then what they do at work and after returning home what work do they do related to DS. I want to know what is a data science life in general, what do you do on off days, how much ""me"" time do you get, what kind of holidays do you get to connect with friends and families and just take it easy and take a break from work. I'm eager to know the ""life"" side of work life balance with regards to being a data scientist.
Sorry if the comment is a bit too long, its just that for me you are the only working professional and mentor figure I can ask these kinds of questions. I'll be really glad if you respond. And again, thank you for making these videos, they are a huge help.",UgyXRA0TIvEDPPPQazZ4AaABAg,http://www.youtube.com/channel/UCKf0pIXi1GL6LYL-qCyKm_w,Jai Gaurav,3,1,2020-08-07 15:39:29+00:00,vQGJvmhpq_s,3,The Plagiarism Problem in Data Science,2020-08-07,0.019,0.863,0.118,0.992,positive
1493,"Good luck!  I was a data scientist before it was even a job title. So I didn't start with a plan at all, but here's how  it sort of just happened...
1.BS Math (loved linear algebra) Taught school for a few years.  Ugh.
2.MS Statistics w/ 2nd concentration in Information Systems Mgmt (multivariate & time series analysis, machine learning &  database theory)
3.Entry level Tech support and QA analyst for a popular and pricey stats software. (Mastered SAS, SPSS, R, APL - similar to Numpy, learned to program & design test cases for statistical & graphics routines)
4.Mortgage data analyst at Fannie Mae. (Mostly SAS, preparing presentations for execs.) Kind of boring except for learning SAS, so I quit after 6 mos.  By then it was very easy to change jobs with the skills and network of colleagues I had amassed.
5.Software Engineer, NASA think tank.  Awesome job, rocket science!  Brilliant mentors!  UNIX!
6. Statistician, IRS IT Dept.  (Mastered Excel & Oracle Sql)
Later mastered MS SQL, Crystal Reports & Power BI for independent consulting contracts.  Yay, no more jobs!!  And I never accepted a management position because I prefer numbers to people :)
Recently I retired but I've learned Python data science packages just for fun, and now I use Jupyter inside of VScode on Linux, and enjoy keeping up even tho I don't work at all.  
I'll be watching to see how it goes for you.",UgzWd_hbuhh7KNa-nVF4AaABAg,http://www.youtube.com/channel/UCKQipR3xjwdWcaVfa06DBRg,Snorky,1,4,2020-09-01 21:41:20+00:00,uXLnbdHMf8w,1,Why I'm Starting Data Science Over Again.,2020-09-01,0.045,0.767,0.188,0.9913,positive
4315,"Wow!
This video was definitely an up in production. It is really awesome to see you smile when you discuss your favourite topics in DS or f.e. when you did the intro, it really shows that you're passionate about what you do and you enjoy making videos. The nice graphics were a great addition to your video, especially since they really fit well with a topic like this one - showing what role is located where in the project lifecycle. I'm excited to se what you come up with next! :D",UgySzhBrBTr-rEh8GtR4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,1,2020-05-22 17:47:42+00:00,BZFfNwj7JhE,1,Different Data Science Roles Explained (by a Data Scientist),2020-05-22,0.0,0.643,0.357,0.9909,positive
3479,This is exactly what I was looking for... not only a list of all the branches of math needed but a list of elements inside the branches that are most important to learning data science. As a future economics major I love that your career path started with Econ... I hope to do the same. I love computer science but always debated it because I love finance and economics even more good to see there’s opportunity for Econ majors to really get into data science. Thanks a million!,UgyHX-QnOK49NZV8FN54AaABAg,http://www.youtube.com/channel/UCpWSCYMvaZQJUhcQskyMloQ,Marcos Musumeci,1,5,2020-06-19 15:23:41+00:00,zSwM5uVeylU,1,Math Needed for Mastering Data Science,2020-06-19,0.0,0.663,0.337,0.9906,positive
2450,"Can u help pls??... I am  Unix Solaris IT Sysadmin for many yrs here in US... but been out of IT tech for last 10yrs and need to catch up Fast... forgot some stuff  but not up on latest IT sw tech tools and sw.
 Need like Crashcourse.. little time to brush up...
  What is best easiest fastest tools, sw area for me to target focus  on so can  ace  pass job Interview and get Linux  Sysadmin job  here in US ?
  (biggest payback for my study time ?)...
      What which would you  study mostly first foremost : ??
 for ex:  which focus on first? :
  Linux, RedHat,  Vmware,  Ubuntu,  VeritasVolMgr, San disk tech,  scripting, Python,  Cisco Networking?,  MS Windows maybe even?,  
 Cloud tech -  AWS vs Azure ? others I forgot?   Maybe RaspPi even? 
   I have  very little time .. need to catch up Fast....
  Thanks for the help, yur ideas help alot.
Great  videos  very helpful Thxxx",UgzH15k4-RVJBlRcUHR4AaABAg,http://www.youtube.com/channel/UC-nF8qpaOq52uPRQWid1Uyw,Phil,1,1,2020-07-28 18:39:18+00:00,rdo8YBasqqA,1,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),2020-07-28,0.0,0.795,0.205,0.9901,positive
3610,"This was a really great analogy towards the process of learning data science. This reminds me of my data structures class from freshman year where my professor said that even though that most people will have the same type of code to solve a problem, there are many different ways to approach it. Pretty much just like how there are many different ways to learn something. I'm still on this journey as well and just like the advice given here, I use resources that make the most sense to me when I'm developing projects. I relate to the small wins thing as well whether it would be making tutorials for Data Science concepts for the organization that I'm a part of, the Bit Project, or making projects through the knowledge that I have gained through tutorials. Of course my code wouldn't be as complex as someone else's work, the important thing is that I made something that I'm proud of and that the ability to continuously learn will get you far on this journey. Thank you for the wonderful content as always and I hope that you enjoy the rest of your day 🙂",UgxAt_qt4pvWNCl76oB4AaABAg,http://www.youtube.com/channel/UCGjCoc7t0MNA4TVTU8xdn4Q,Jeffrey Ugochukwu,1,0,2020-06-12 21:13:03+00:00,XjC3FPL-S78,1,The REAL Reason You're Struggling to Learn Data Science,2020-06-12,0.013,0.781,0.206,0.9896,positive
295,"Heyy, thankyou for your guidance. It's really helps a lot. 
Sorry it's a little lengthy, but it's important for us, so please read @Ken Jee
Also, as you see, there's a significant number of your followers from India, so like it's really difficult for us to check which college is best in different countries like US, UK, Germany, which are already quite advanced in this field and will be really beneficial for us if we study there, so can you suggest and help us what to do or how to go about it. I really wanna study in Germany, but you know, money is always an issue for an international student, so a little bit of guidance in that too please.",Ugw9P0QKJELYytoENA94AaABAg,http://www.youtube.com/channel/UCNerhEF8991Yr4iWqOUJuQg,Lakshya Agrawal,1,2,2020-11-02 08:03:47+00:00,domVw8isGOI,1,How I Chose My Masters Degree for Breaking into Data Science,2020-11-02,0.034,0.689,0.277,0.9892,positive
563,"Hi ken, loved the content you have been putting out regarding DS, I have some doubts regarding my situation since its quite specific and I wanted to get your opinion.

I was going to start my undergrad as an Engineer in Data and Mathematics but I have decided to wait one more year so that I can study in Germany (I live in Mexico so returning here with with a German title will allow me to secure a job with ease). In the mean time I have been considering possibly switching majors to something like Economics, or Physics. I have thought of becoming a DS for two years now, however I am worried that the Job opportunities DS promises might shrink and that my degree might limit me the amount of jobs I can find in comparison to the other degrees I am interested in. I am not the best at coding however I have been told that as long as I know how to properly query with SQL (which I can) and have a good exposition of my data, I should be fine. Although I know I would enjoy my time studying something like Economics I feel like it would be really easy for me and I would only want to get in degree in something I struggle with so that I have a more complete profile when I enter the corporate world.

TLDR: I really enjoy the implications of being a DS and want a challenging major, but I don't know if Im cut out to be one and might consider just doing a Masters after an undegrad in something else.",Ugw12KDJ1My-8T0vPHF4AaABAg,http://www.youtube.com/channel/UCyrruQG8coa3HFpFR_EU5QQ,Alejandro Morales,1,2,2020-10-16 02:52:09+00:00,Q9FjwzKFPuM,1,Data Science Certificate vs Bootcamp vs Masters Degree,2020-10-16,0.051,0.768,0.181,0.9884,positive
3535,"Fist of all, thank you for your time making this series. 
It casted a lot of light to me on the big scheme of things in a  project (how you handle it as a whole) Most resources deal just with certain parts so they miss the big picture.

I'm having a hard time...  
I'm trying to get ready a data set (cleaning, inputing, binning, etc)... i wrote individual functions that take the full dataframe as input and outputs it with the respective transformation/inputation/...
Resources mention that is good practice to write functions... So i did... Then i stumble across custom transformers, now I'm trying to create one to use it rather than the individual functions


What is the difference between using lambda funcitons( like in here) and creating the custom transfomers?

Is it good to write one transformer that will deal with all the steps (cleaning, custom value inputing, changing types of values, discretizing, aggregating categories, etc, etc)  to get my dataset ready?
Or what am i supposed to do?
Then i would like to use it in a pipeline to finish with encoding and scaling...

I'm kinda lost and can't find any good resource to solve this...

Thank so much you and keep the good work!",UgzDA0YtTl1czFLc0M14AaABAg,http://www.youtube.com/channel/UCcyGe-7yAUpRD4nhqnJsiRg,Daniel Guerra,2,1,2020-06-15 21:22:50+00:00,fhi4dOhmW-g,2,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-06-15,0.024,0.783,0.194,0.9875,positive
1891,"Hey Ken,
to be honest, I (sort of) knew that you were working with 365,
but I didn't know that you created an entire course for this.
It is very good to see that you really try to create as much value as possible!
I think this course will really benefit a lot of people.


Btw: If a hypothetical person would be in the hypothetical position that they already have their portfolio set up and
basically only want to lern about how to network in this field and get their foot into the door,
especially for more of a machine learning engineering, rather than DS role, do you think this course would be a good fit?
( Maybe I'll buy it anyway tho, just to support you ;) )",Ugy0Cq8f3heAQdJCPVt4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,2,2,2020-08-21 16:15:38+00:00,iGUiLWFDWfk,2,Don't Buy My Course..,2020-08-21,0.0,0.758,0.242,0.9869,positive
5754,"Hi Ken,
A very helpful video which made me confident that I am going in the right path. I am currently in Canada and about 90% of the DS job applications ask for either a masters/Ph.D. degree, which made me demotivated a little but your video motivated me to continue what I am doing right now.


I have made a Flask web app to predict the rent of apartments in Toronto. The model was trained on data scraped from various online portals and with the help fo third party API like walk score, HERE maps etc I was able to make a regression model.

The link to the app is: https://gtarent.herokuapp.com/ (not mobile friendly at the moment)


I would love to get feedback from your side if possible.


Thanks,
Akhil",UgxqmSofhWD7BEwZO4V4AaABAg,http://www.youtube.com/channel/UCCQaD43cdPdEEAH6bm8L0YQ,Akhil Thekkedath,5,0,2019-07-30 16:53:58+00:00,yukdXV9LR48,5,The Projects You Should Do To Get A Data Science Job,2019-07-30,0.0,0.772,0.228,0.9866,positive
